"",,Life,,,,Life,
36,7.7931,.96634,.03366,91,2.7873,.34563,.65437
37,7.7750,.96410,.03590,92,2.6566,.32942,.67058
38,7.7554,.96167,.03833,93,2.5349,.31433,.68567
39,7.7342,.95904,.04096,94,2.4204,.30012,.69988
40,7.7111,.95617,.04383,95,2.3104,.28649,.71351
41,7.6859,.95305,.04695,96,2.2060,.27354,.72646
42,7.6584,.94965,.05035,97,2.1087,.26147,.73853
43,7.6287,.94596,.05404,98,2.0167,.25007,.74993
44,7.5966,.94198,.05802,99,1.9261,.23883,.76117
45,7.5622,.93771,.06229,100,1.8372,.22781,.77219
46,7.5254,.93315,.06685,101,1.7488,.21685,.78315
47,7.4864,.92831,.07169,102,1.6614,.20601,.79399
48,7.4449,.92316,.07684,103,1.5743,.19521,.80479
49,7.4008,.91769,.08231,104,1.4802,.18354,.81646
50,7.3537,.91186,.08814,105,1.3886,.17218,.82782
51,7.3038,.90567,.09433,106,1.2680,.15723,.84277
52,7.2511,.89914,.10086,107,1.1191,.13876,.86124
53,7.1956,.89226,.10774,108,.8779,.10886,.89114
54,7.1373,.88502,.11498,109,.4448,.05516,.94484
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.8355,.98727,.01273,55,6.9838,.87995,.12005
1,7.9014,.99557,.00443,56,6.9211,.87206,.12794
2,7.9031,.99579,.00421,57,6.8552,.86376,.13624
3,7.9029,.99577,.00423,58,6.7865,.85510,.14490
4,7.9018,.99563,.00437,59,6.7151,.84611,.15389
5,7.9000,.99540,.00460,60,6.6412,.83679,.16321
6,7.8977,.99511,.00489,61,6.5645,.82713,.17287
7,7.8948,.99475,.00525,62,6.4844,.81703,.18297
8,7.8915,.99434,.00566,63,6.4006,.80648,.19352
9,7.8876,.99384,.00616,64,6.3134,.79549,.20451
10,7.8829,.99324,.00676,65,6.2226,.78405,.21595
11,7.8775,.99256,.00744,66,6.1278,.77210,.22790
12,7.8714,.99179,.00821,67,6.0282,.75956,.24044
13,7.8649,.99098,.00902,68,5.9241,.74644,.25356
14,7.8586,.99019,.00981,69,5.8156,.73277,.26723
15,7.8527,.98944,.01056,70,5.7034,.71863,.28137
16,7.8474,.98877,.01123,71,5.5881,.70410,.29590
17,7.8426,.98817,.01183,72,5.4700,.68922,.31078
18,7.8382,.98762,.01238,73,5.3494,.67403,.32597
19,7.8339,.98707,.01293,74,5.2258,.65845,.34155
20,7.8294,.98650,.01350,75,5.0982,.64238,.35762
21,7.8245,.98589,.01411,76,4.9662,.62573,.37427
22,7.8195,.98525,.01475,77,4.8293,.60849,.39151
23,7.8140,.98457,.01543,78,4.6879,.59067,.40933
24,7.8081,.98382,.01618,79,4.5427,.57238,.42762
25,7.8015,.98299,.01701,80,4.3953,.55381,.44619
26,7.7943,.98208,.01792,81,4.2471,.53513,.46487
27,7.7861,.98105,.01895,82,4.0988,.51645,.48355
28,7.7773,.97994,.02006,83,3.9507,.49779,.50221
29,7.7677,.97873,.02127,84,3.8015,.47899,.52101
30,7.7574,.97743,.02257,85,3.6501,.45991,.54009
31,7.7464,.97604,.02396,86,3.4979,.44074,.55926
32,7.7346,.97455,.02545,87,3.3476,.42180,.57820
33,7.7218,.97294,.02706,88,3.1994,.40312,.59688
34,7.7080,.97121,.02879,89,3.0534,.38473,.61527
35,7.6931,.96933,.03067,90,2.9099,.36665,.63335
36,7.6770,.96731,.03269,91,2.7717,.34924,.65076
37,7.6597,.96512,.03488,92,2.6423,.33293,.66707
38,7.6409,.96275,.03725,93,2.5217,.31773,.68227
39,7.6205,.96018,.03982,94,2.4082,.30343,.69657
40,7.5983,.95738,.04262,95,2.2992,.28969,.71031
41,7.5740,.95433,.04567,96,2.1956,.27665,.72335
42,7.5476,.95100,.04900,97,2.0991,.26448,.73552
43,7.5190,.94739,.05261,98,2.0078,.25298,.74702
44,7.4880,.94349,.05651,99,1.9179,.24166,.75834
45,7.4548,.93931,.06069,100,1.8297,.23054,.76946
46,7.4193,.93483,.06517,101,1.7419,.21948,.78052
47,7.3816,.93008,.06992,102,1.6551,.20854,.79146
48,7.3414,.92502,.07498,103,1.5686,.19764,.80236
49,7.2987,.91964,.08036,104,1.4751,.18587,.81413
50,7.2532,.91391,.08609,105,1.3841,.17440,.82560
51,7.2048,.90781,.09219,106,1.2642,.15929,.84071
52,7.1538,.90137,.09863,107,1.1161,.14063,.85937
53,7.0999,.89459,.10541,108,.8760,.11037,.88963
54,7.0433,.88746,.11254,109,.4440,.05595,.94405
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.7139,.98739,.01261,55,6.8938,.88241,.11759
1,7.7788,.99569,.00431,56,6.8329,.87461,.12539
2,7.7805,.99591,.00409,57,6.7689,.86641,.13359
3,7.7805,.99590,.00410,58,6.7020,.85785,.14215
4,7.7795,.99577,.00423,59,6.6325,.84897,.15103
5,7.7777,.99555,.00445,60,6.5606,.83976,.16024
6,7.7755,.99527,.00473,61,6.4859,.83019,.16981
7,7.7728,.99492,.00508,62,6.4078,.82020,.17980
8,7.7697,.99452,.00548,63,6.3262,.80975,.19025
9,7.7659,.99403,.00597,64,6.2411,.79886,.20114
10,7.7613,.99345,.00655,65,6.1524,.78751,.21249
11,7.7561,.99278,.00722,66,6.0598,.77566,.22434
12,7.7502,.99203,.00797,67,5.9626,.76321,.23679
13,7.7440,.99123,.00877,68,5.8607,.75017,.24983
14,7.7379,.99045,.00955,69,5.7546,.73659,.26341
15,7.7322,.98972,.01028,70,5.6448,.72253,.27747
16,7.7271,.98906,.01094,71,5.5318,.70807,.29193
17,7.7225,.98848,.01152,72,5.4160,.69325,.30675
18,7.7183,.98794,.01206,73,5.2978,.67812,.32188
19,7.7142,.98741,.01259,74,5.1765,.66259,.33741
20,7.7098,.98686,.01314,75,5.0513,.64657,.35343
21,7.7052,.98627,.01373,76,4.9216,.62996,.37004
22,7.7004,.98565,.01435,77,4.7871,.61275,.38725
23,7.6953,.98499,.01501,78,4.6480,.59494,.40506
24,7.6896,.98427,.01573,79,4.5052,.57666,.42334
25,7.6834,.98347,.01653,80,4.3600,.55808,.44192
26,7.6765,.98259,.01741,81,4.2140,.53939,.46061
27,7.6687,.98159,.01841,82,4.0678,.52068,.47932
28,7.6602,.98051,.01949,83,3.9217,.50198,.49802
29,7.6510,.97933,.02067,84,3.7745,.48314,.51686
30,7.6412,.97807,.02193,85,3.6250,.46400,.53600
31,7.6307,.97672,.02328,86,3.4748,.44477,.55523
32,7.6194,.97528,.02472,87,3.3262,.42575,.57425
33,7.6071,.97371,.02629,88,3.1796,.40699,.59301
34,7.5940,.97203,.02797,89,3.0352,.38851,.61149
35,7.5796,.97019,.02981,90,2.8932,.37032,.62968
36,7.5642,.96822,.03178,91,2.7563,.35281,.64719
37,7.5476,.96609,.03391,92,2.6281,.33640,.66360
38,7.5295,.96378,.03622,93,2.5086,.32110,.67890
39,7.5099,.96127,.03873,94,2.3961,.30670,.69330
40,7.4886,.95854,.04146,95,2.2880,.29287,.70713
41,7.4653,.95555,.04445,96,2.1853,.27972,.72028
42,7.4398,.95230,.04770,97,2.0895,.26746,.73254
43,7.4122,.94877,.05123,98,1.9990,.25587,.74413
44,7.3823,.94494,.05506,99,1.9098,.24445,.75555
45,7.3503,.94083,.05917,100,1.8222,.23324,.76676
46,7.3159,.93644,.06356,101,1.7351,.22209,.77791
47,7.2795,.93177,.06823,102,1.6489,.21106,.78894
48,7.2406,.92680,.07320,103,1.5629,.20006,.79994
49,7.1993,.92151,.07849,104,1.4701,.18817,.81183
50,7.1552,.91587,.08413,105,1.3797,.17660,.82340
51,7.1083,.90987,.09013,106,1.2605,.16134,.83866
52,7.0588,.90353,.09647,107,1.1132,.14249,.85751
53,7.0066,.89685,.10315,108,.8740,.11188,.88812
54,6.9517,.88981,.11019,109,.4433,.05674,.94326
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.5961,.98750,.01250,55,6.8060,.88478,.11522
1,7.6600,.99580,.00420,56,6.7468,.87708,.12292
2,7.6617,.99602,.00398,57,6.6845,.86898,.13102
3,7.6617,.99602,.00398,58,6.6194,.86052,.13948
4,7.6608,.99590,.00410,59,6.5518,.85174,.14826
5,7.6592,.99569,.00431,60,6.4818,.84263,.15737
6,7.6571,.99542,.00458,61,6.4089,.83316,.16684
7,7.6545,.99508,.00492,62,6.3328,.82327,.17673
8,7.6515,.99469,.00531,63,6.2532,.81292,.18708
9,7.6478,.99421,.00579,64,6.1702,.80213,.19787
10,7.6434,.99364,.00636,65,6.0837,.79088,.20912
11,7.6384,.99299,.00701,66,5.9932,.77912,.22088
12,7.6327,.99225,.00775,67,5.8982,.76676,.23324
13,7.6266,.99146,.00854,68,5.7986,.75382,.24618
14,7.6207,.99070,.00930,69,5.6947,.74031,.25969
15,7.6152,.98998,.01002,70,5.5872,.72633,.27367
16,7.6103,.98934,.01066,71,5.4765,.71194,.28806
17,7.6059,.98876,.01124,72,5.3630,.69719,.30281
18,7.6019,.98825,.01175,73,5.2471,.68212,.31788
19,7.5980,.98773,.01227,74,5.1281,.66665,.33335
20,7.5938,.98720,.01280,75,5.0052,.65068,.34932
21,7.5894,.98663,.01337,76,4.8778,.63411,.36589
22,7.5849,.98603,.01397,77,4.7456,.61693,.38307
23,7.5800,.98540,.01460,78,4.6087,.59914,.40086
24,7.5746,.98470,.01530,79,4.4682,.58086,.41914
25,7.5686,.98392,.01608,80,4.3252,.56228,.43772
26,7.5621,.98307,.01693,81,4.1813,.54357,.45643
27,7.5546,.98210,.01790,82,4.0372,.52484,.47516
28,7.5465,.98105,.01895,83,3.8932,.50612,.49388
29,7.5378,.97991,.02009,84,3.7479,.48723,.51277
30,7.5283,.97868,.02132,85,3.6003,.46804,.53196
31,7.5182,.97737,.02263,86,3.4519,.44874,.55126
32,7.5074,.97596,.02404,87,3.3050,.42965,.57035
33,7.4957,.97444,.02556,88,3.1601,.41081,.58919
34,7.4831,.97280,.02720,89,3.0172,.39224,.60776
35,7.4694,.97102,.02898,90,2.8766,.37396,.62604
36,7.4546,.96910,.03090,91,2.7411,.35634,.64366
37,7.4386,.96702,.03298,92,2.6141,.33983,.66017
38,7.4213,.96476,.03524,93,2.4956,.32443,.67557
39,7.4024,.96232,.03768,94,2.3841,.30994,.69006
40,7.3819,.95965,.04035,95,2.2770,.29601,.70399
41,7.3594,.95673,.04327,96,2.1751,.28276,.71724
42,7.3349,.95354,.04646,97,2.0801,.27041,.72959
43,7.3083,.95008,.04992,98,1.9903,.25874,.74126
44,7.2794,.94632,.05368,99,1.9017,.24723,.75277
45,7.2485,.94230,.05770,100,1.8148,.23592,.76408
46,7.2153,.93798,.06202,101,1.7283,.22468,.77532
47,7.1800,.93340,.06660,102,1.6427,.21355,.78645
48,7.1424,.92851,.07149,103,1.5573,.20245,.79755
49,7.1024,.92331,.07669,104,1.4651,.19046,.80954
50,7.0597,.91776,.08224,105,1.3753,.17879,.82121
51,7.0142,.91185,.08815,106,1.2568,.16338,.83662
52,6.9662,.90561,.09439,107,1.1103,.14434,.85566
53,6.9155,.89902,.10098,108,.8721,.11338,.88662
54,6.8622,.89208,.10792,109,.4425,.05752,.94248
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.4818,.98760,.01240,55,6.7202,.88706,.11294
1,7.5447,.99590,.00410,56,6.6626,.87946,.12054
2,7.5465,.99613,.00387,57,6.6020,.87147,.12853
3,7.5465,.99614,.00386,58,6.5387,.86311,.13689
4,7.5456,.99603,.00397,59,6.4729,.85442,.14558
5,7.5441,.99582,.00418,60,6.4046,.84541,.15459
6,7.5421,.99556,.00444,61,6.3337,.83605,.16395
7,7.5396,.99523,.00477,62,6.2595,.82625,.17375
8,7.5368,.99485,.00515,63,6.1819,.81600,.18400
9,7.5332,.99439,.00561,64,6.1008,.80531,.19469
10,7.5290,.99383,.00617,65,6.0164,.79416,.20584
11,7.5241,.99318,.00682,66,5.9280,.78249,.21751
12,7.5186,.99246,.00754,67,5.8350,.77023,.22977
13,7.5128,.99169,.00831,68,5.7376,.75737,.24263
14,7.5070,.99093,.00907,69,5.6360,.74395,.25605
15,7.5017,.99023,.00977,70,5.5306,.73004,.26996
16,7.4970,.98960,.01040,71,5.4222,.71573,.28427
17,7.4927,.98904,.01096,72,5.3110,.70105,.29895
18,7.4889,.98853,.01147,73,5.1973,.68604,.31396
19,7.4851,.98804,.01196,74,5.0805,.67062,.32938
20,7.4812,.98752,.01248,75,4.9598,.65470,.34530
21,7.4770,.98697,.01303,76,4.8346,.63817,.36183
22,7.4727,.98639,.01361,77,4.7047,.62102,.37898
23,7.4680,.98578,.01422,78,4.5701,.60325,.39675
24,7.4629,.98511,.01489,79,4.4317,.58498,.41502
25,7.4572,.98435,.01565,80,4.2909,.56640,.43360
26,7.4509,.98352,.01648,81,4.1491,.54769,.45231
27,7.4438,.98258,.01742,82,4.0071,.52894,.47106
28,7.4361,.98156,.01844,83,3.8650,.51018,.48982
29,7.4277,.98045,.01955,84,3.7217,.49126,.50874
30,7.4186,.97926,.02074,85,3.5759,.47202,.52798
31,7.4090,.97799,.02201,86,3.4292,.45266,.54734
32,7.3986,.97662,.02338,87,3.2841,.43350,.56650
33,7.3874,.97513,.02487,88,3.1408,.41458,.58542
34,7.3753,.97354,.02646,89,2.9994,.39592,.60408
35,7.3621,.97180,.02820,90,2.8602,.37754,.62246
36,7.3479,.96993,.03007,91,2.7260,.35983,.64017
37,7.3326,.96791,.03209,92,2.6002,.34322,.65678
38,7.3159,.96570,.03430,93,2.4828,.32773,.67227
39,7.2978,.96331,.03669,94,2.3723,.31314,.68686
40,7.2781,.96070,.03930,95,2.2660,.29912,.70088
41,7.2564,.95785,.04215,96,2.1650,.28578,.71422
42,7.2328,.95473,.04527,97,2.0708,.27334,.72666
43,7.2071,.95134,.04866,98,1.9816,.26158,.73842
44,7.1792,.94765,.05235,99,1.8938,.24998,.75002
45,7.1493,.94370,.05630,100,1.8075,.23858,.76142
46,7.1172,.93947,.06053,101,1.7216,.22725,.77275
47,7.0831,.93496,.06504,102,1.6366,.21603,.78397
48,7.0467,.93016,.06984,103,1.5518,.20483,.79517
49,7.0079,.92505,.07495,104,1.4601,.19274,.80726
50,6.9665,.91958,.08042,105,1.3709,.18096,.81904
51,6.9224,.91376,.08624,106,1.2531,.16541,.83459
52,6.8758,.90761,.09239,107,1.1075,.14618,.85382
53,6.8266,.90112,.09888,108,.8702,.11487,.88513
54,6.7748,.89428,.10572,109,.4417,.05830,.94170
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.3709,.98770,.01230,55,6.6364,.88928,.11072
1,7.4328,.99600,.00400,56,6.5804,.88177,.11823
2,7.4346,.99624,.00376,57,6.5214,.87387,.12613
3,7.4347,.99625,.00375,58,6.4598,.86561,.13439
4,7.4339,.99614,.00386,59,6.3957,.85702,.14298
5,7.4325,.99595,.00405,60,6.3292,.84811,.15189
6,7.4306,.99570,.00430,61,6.2600,.83885,.16115
7,7.4282,.99538,.00462,62,6.1877,.82915,.17085
8,7.4254,.99501,.00499,63,6.1119,.81900,.18100
9,7.4220,.99455,.00545,64,6.0329,.80841,.19159
10,7.4179,.99400,.00600,65,5.9504,.79735,.20265
11,7.4132,.99337,.00663,66,5.8640,.78578,.21422
12,7.4079,.99265,.00735,67,5.7731,.77360,.22640
13,7.4022,.99190,.00810,68,5.6778,.76083,.23917
14,7.3967,.99115,.00885,69,5.5783,.74749,.25251
15,7.3915,.99046,.00954,70,5.4751,.73367,.26633
16,7.3869,.98985,.01015,71,5.3688,.71943,.28057
17,7.3828,.98930,.01070,72,5.2598,.70481,.29519
18,7.3792,.98881,.01119,73,5.1483,.68987,.31013
19,7.3756,.98833,.01167,74,5.0337,.67451,.32549
20,7.3718,.98783,.01217,75,4.9152,.65864,.34136
21,7.3678,.98729,.01271,76,4.7922,.64216,.35784
22,7.3637,.98674,.01326,77,4.6644,.62504,.37496
23,7.3593,.98614,.01386,78,4.5320,.60729,.39271
24,7.3544,.98549,.01451,79,4.3958,.58904,.41096
25,7.3490,.98476,.01524,80,4.2572,.57046,.42954
26,7.3430,.98396,.01604,81,4.1174,.55173,.44827
27,7.3361,.98304,.01696,82,3.9774,.53297,.46703
28,7.3288,.98205,.01795,83,3.8372,.51419,.48581
29,7.3207,.98097,.01903,84,3.6957,.49523,.50477
30,7.3120,.97981,.02019,85,3.5518,.47594,.52406
31,7.3028,.97857,.02143,86,3.4069,.45652,.54348
32,7.2928,.97724,.02276,87,3.2634,.43730,.56270
33,7.2821,.97580,.02420,88,3.1217,.41830,.58170
34,7.2705,.97424,.02576,89,2.9818,.39956,.60044
35,7.2578,.97255,.02745,90,2.8440,.38109,.61891
36,7.2442,.97072,.02928,91,2.7111,.36328,.63672
37,7.2295,.96875,.03125,92,2.5864,.34658,.65342
38,7.2134,.96660,.03340,93,2.4701,.33099,.66901
39,7.1960,.96427,.03573,94,2.3605,.31631,.68369
40,7.1770,.96172,.03828,95,2.2552,.30219,.69781
41,7.1561,.95892,.04108,96,2.1550,.28877,.71123
42,7.1333,.95587,.04413,97,2.0615,.27624,.72376
43,7.1085,.95254,.04746,98,1.9731,.26439,.73561
44,7.0815,.94893,.05107,99,1.8858,.25270,.74730
45,7.0526,.94505,.05495,100,1.8002,.24122,.75878
46,7.0216,.94089,.05911,101,1.7149,.22979,.77021
47,6.9886,.93647,.06353,102,1.6305,.21848,.78152
48,6.9533,.93174,.06826,103,1.5462,.20720,.79280
49,6.9158,.92671,.07329,104,1.4552,.19499,.80501
50,6.8756,.92133,.07867,105,1.3666,.18312,.81688
51,6.8328,.91560,.08440,106,1.2495,.16743,.83257
52,6.7876,.90954,.09046,107,1.1046,.14801,.85199
53,6.7398,.90314,.09686,108,.8684,.11636,.88364
54,6.6895,.89639,.10361,109,.4409,.05908,.94092
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.2632,.98779,.01221,55,6.5545,.89141,.10859
1,7.3242,.99609,.00391,56,6.5000,.88401,.11599
2,7.3260,.99634,.00366,57,6.4427,.87620,.12380
3,7.3261,.99635,.00365,58,6.3826,.86803,.13197
4,7.3254,.99625,.00375,59,6.3202,.85954,.14046
5,7.3240,.99607,.00393,60,6.2554,.85073,.14927
6,7.3222,.99582,.00418,61,6.1880,.84156,.15844
7,7.3200,.99551,.00449,62,6.1174,.83197,.16803
8,7.3173,.99515,.00485,63,6.0435,.82191,.17809
9,7.3140,.99471,.00529,64,5.9663,.81141,.18859
10,7.3101,.99417,.00583,65,5.8857,.80045,.19955
11,7.3055,.99355,.00645,66,5.8013,.78898,.21102
12,7.3003,.99284,.00716,67,5.7124,.77689,.22311
13,7.2948,.99210,.00790,68,5.6192,.76421,.23579
14,7.2894,.99136,.00864,69,5.5217,.75095,.24905
15,7.2844,.99068,.00932,70,5.4206,.73721,.26279
16,7.2800,.99008,.00992,71,5.3165,.72304,.27696
17,7.2761,.98955,.01045,72,5.2095,.70850,.29150
18,7.2726,.98907,.01093,73,5.1001,.69362,.30638
19,7.2692,.98860,.01140,74,4.9876,.67832,.32168
20,7.2656,.98812,.01188,75,4.8713,.66250,.33750
21,7.2618,.98760,.01240,76,4.7504,.64606,.35394
22,7.2578,.98706,.01294,77,4.6248,.62897,.37103
23,7.2536,.98649,.01351,78,4.4945,.61126,.38874
24,7.2489,.98585,.01415,79,4.3604,.59302,.40698
25,7.2437,.98515,.01485,80,4.2238,.57444,.42556
26,7.2380,.98437,.01563,81,4.0861,.55571,.44429
27,7.2315,.98348,.01652,82,3.9480,.53693,.46307
28,7.2244,.98252,.01748,83,3.8098,.51813,.48187
29,7.2167,.98147,.01853,84,3.6702,.49914,.50086
30,7.2084,.98034,.01966,85,3.5280,.47981,.52019
31,7.1995,.97913,.02087,86,3.3848,.46034,.53966
32,7.1900,.97783,.02217,87,3.2430,.44105,.55895
33,7.1796,.97643,.02357,88,3.1028,.42198,.57802
34,7.1685,.97491,.02509,89,2.9643,.40315,.59685
35,7.1563,.97326,.02674,90,2.8279,.38460,.61540
36,7.1433,.97148,.02852,91,2.6963,.36670,.63330
37,7.1291,.96956,.03044,92,2.5728,.34990,.65010
38,7.1136,.96746,.03254,93,2.4575,.33422,.66578
39,7.0969,.96518,.03482,94,2.3489,.31945,.68055
40,7.0786,.96268,.03732,95,2.2444,.30524,.69476
41,7.0584,.95995,.04005,96,2.1450,.29172,.70828
42,7.0364,.95696,.04304,97,2.0523,.27911,.72089
43,7.0125,.95370,.04630,98,1.9645,.26718,.73282
44,6.9864,.95015,.04985,99,1.8780,.25541,.74459
45,6.9584,.94635,.05365,100,1.7929,.24384,.75616
46,6.9284,.94226,.05774,101,1.7082,.23232,.76768
47,6.8964,.93791,.06209,102,1.6244,.22092,.77908
48,6.8623,.93327,.06673,103,1.5407,.20954,.79046
49,6.8259,.92832,.07168,104,1.4503,.19724,.80276
50,6.7869,.92302,.07698,105,1.3622,.18526,.81474
51,6.7454,.91738,.08262,106,1.2458,.16943,.83057
52,6.7015,.91140,.08860,107,1.1017,.14983,.85017
53,6.6551,.90509,.09491,108,.8665,.11784,.88216
54,6.6062,.89844,.10156,109,.4401,.05986,.94014
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.1586,.98788,.01212,55,6.4745,.89348,.10652
1,7.2187,.99618,.00382,56,6.4215,.88617,.11383
2,7.2205,.99643,.00357,57,6.3656,.87846,.12154
3,7.2207,.99645,.00355,58,6.3071,.87038,.12962
4,7.2200,.99636,.00364,59,6.2463,.86199,.13801
5,7.2187,.99618,.00382,60,6.1831,.85327,.14673
6,7.2170,.99594,.00406,61,6.1174,.84420,.15580
7,7.2148,.99564,.00436,62,6.0486,.83470,.16530
8,7.2122,.99529,.00471,63,5.9764,.82475,.17525
9,7.2091,.99486,.00514,64,5.9010,.81434,.18566
10,7.2053,.99433,.00567,65,5.8223,.80348,.19652
11,7.2009,.99372,.00628,66,5.7398,.79209,.20791
12,7.1958,.99302,.00698,67,5.6529,.78010,.21990
13,7.1905,.99229,.00771,68,5.5616,.76750,.23250
14,7.1853,.99157,.00843,69,5.4662,.75433,.24567
15,7.1804,.99090,.00910,70,5.3671,.74066,.25934
16,7.1761,.99031,.00969,71,5.2650,.72657,.27343
17,7.1723,.98978,.01022,72,5.1601,.71210,.28790
18,7.1690,.98932,.01068,73,5.0528,.69729,.30271
19,7.1657,.98887,.01113,74,4.9424,.68205,.31795
20,7.1623,.98839,.01161,75,4.8281,.66628,.33372
21,7.1586,.98789,.01211,76,4.7093,.64989,.35011
22,7.1549,.98737,.01263,77,4.5858,.63284,.36716
23,7.1508,.98681,.01319,78,4.4576,.61515,.38485
24,7.1464,.98620,.01380,79,4.3255,.59692,.40308
25,7.1414,.98552,.01448,80,4.1910,.57836,.42164
26,7.1359,.98476,.01524,81,4.0552,.55962,.44038
27,7.1297,.98390,.01610,82,3.9191,.54084,.45916
28,7.1229,.98296,.01704,83,3.7827,.52201,.47799
29,7.1155,.98194,.01806,84,3.6449,.50299,.49701
30,7.1075,.98084,.01916,85,3.5045,.48362,.51638
31,7.0990,.97966,.02034,86,3.3630,.46409,.53591
32,7.0898,.97840,.02160,87,3.2228,.44474,.55526
33,7.0799,.97703,.02297,88,3.0841,.42561,.57439
34,7.0692,.97555,.02445,89,2.9471,.40670,.59330
35,7.0576,.97394,.02606,90,2.8120,.38806,.61194
36,7.0450,.97221,.02779,91,2.6817,.37007,.62993
37,7.0314,.97033,.02967,92,2.5593,.35318,.64682
38,7.0165,.96828,.03172,93,2.4451,.33742,.66258
39,7.0004,.96605,.03395,94,2.3374,.32256,.67744
40,6.9827,.96361,.03639,95,2.2338,.30826,.69174
41,6.9633,.96093,.03907,96,2.1352,.29466,.70534
42,6.9420,.95800,.04200,97,2.0432,.28196,.71804
43,6.9189,.95480,.04520,98,1.9561,.26994,.73006
44,6.8937,.95133,.04867,99,1.8702,.25809,.74191
45,6.8666,.94759,.05241,100,1.7858,.24643,.75357
46,6.8375,.94357,.05643,101,1.7017,.23483,.76517
47,6.8065,.93930,.06070,102,1.6184,.22334,.77666
48,6.7734,.93473,.06527,103,1.5353,.21187,.78813
49,6.7382,.92987,.07013,104,1.4454,.19946,.80054
50,6.7004,.92465,.07535,105,1.3579,.18740,.81260
51,6.6601,.91909,.08091,106,1.2422,.17143,.82857
52,6.6174,.91320,.08680,107,1.0989,.15165,.84835
53,6.5723,.90698,.09302,108,.8646,.11932,.88068
54,6.5247,.90042,.09958,109,.4394,.06063,.93937
"",,Life,,,,Life,
Age,Annuity,Estate,Remainder,Age,Annuity,Estate,Remainder
0,7.0569,.98797,.01203,55,6.3963,.89549,.10451
1,7.1162,.99626,.00374,56,6.3447,.88826,.11174
2,7.1180,.99652,.00348,57,6.2903,.88064,.11936
3,7.1182,.99655,.00345,58,6.2333,.87266,.12734
4,7.1176,.99646,.00354,59,6.1740,.86436,.13564
5,7.1163,.99629,.00371,60,6.1124,.85574,.14426
6,7.1147,.99606,.00394,61,6.0483,.84676,.15324
7,7.1126,.99577,.00423,62,5.9811,.83736,.16264
8,7.1102,.99542,.00458,63,5.9107,.82750,.17250
9,7.1071,.99500,.00500,64,5.8371,.81719,.18281
10,7.1034,.99448,.00552,65,5.7601,.80642,.19358
11,7.0991,.99388,.00612,66,5.6795,.79513,.20487
12,7.0942,.99319,.00681,67,5.5944,.78322,.21678
13,7.0891,.99247,.00753,68,5.5051,.77071,.22929
14,7.0840,.99176,.00824,69,5.4116,.75763,.24237
15,7.0793,.99110,.00890,70,5.3146,.74404,.25596
16,7.0751,.99052,.00948,71,5.2144,.73002,.26998
17,7.0715,.99001,.00999,72,5.1116,.71562,.28438
18,7.0683,.98956,.01044,73,5.0062,.70087,.29913
19,7.0651,.98912,.01088,74,4.8978,.68570,.31430
20,7.0618,.98866,.01134,75,4.7856,.66999,.33001
21,7.0584,.98817,.01183,76,4.6689,.65364,.34636
22,7.0548,.98767,.01233,77,4.5474,.63663,.36337
23,7.0509,.98713,.01287,78,4.4212,.61897,.38103
24,7.0467,.98653,.01347,79,4.2912,.60076,.39924
25,7.0419,.98587,.01413,80,4.1586,.58221,.41779
26,7.0367,.98513,.01487,81,4.0248,.56347,.43653
27,7.0307,.98429,.01571,82,3.8905,.54468,.45532
28,7.0241,.98338,.01662,83,3.7560,.52584,.47416
29,7.0170,.98238,.01762,84,3.6199,.50679,.49321
30,7.0094,.98131,.01869,85,3.4813,.48738,.51262
31,7.0012,.98017,.01983,86,3.3415,.46780,.53220
32,6.9924,.97894,.02106,87,3.2028,.44839,.55161
33,6.9829,.97760,.02240,88,3.0656,.42919,.57081
34,6.9726,.97617,.02383,89,2.9301,.41021,.58979
35,6.9614,.97459,.02541,90,2.7963,.39149,.60851
36,6.9493,.97290,.02710,91,2.6672,.37341,.62659
37,6.9362,.97107,.02893,92,2.5459,.35643,.64357
38,6.9219,.96906,.03094,93,2.4327,.34058,.65942
39,6.9063,.96688,.03312,94,2.3260,.32563,.67437
40,6.8893,.96450,.03550,95,2.2232,.31125,.68875
41,6.8705,.96188,.03812,96,2.1254,.29756,.70244
42,6.8500,.95900,.04100,97,2.0341,.28478,.71522
43,6.8276,.95587,.04413,98,1.9477,.27268,.72732
44,6.8033,.95246,.04754,99,1.8625,.26074,.73926
45,6.7771,.94879,.05121,100,1.7786,.24901,.75099
46,6.7489,.94484,.05516,101,1.6951,.23732,.76268
47,6.7189,.94064,.05936,102,1.6124,.22574,.77426
48,6.6868,.93615,.06385,103,1.5299,.21418,.78582
49,6.6526,.93136,.06864,104,1.4405,.20168,.79832
